"","location","time","ny_gdp_totl_rt_zs","RevenueIndex","EmploymentIndex","RegulationIndex","SubsidisationIndex","auton","stconst","parlsys"
"71","AFG",1974,4.00600437570751,NA,NA,NA,NA,NA,NA,NA
"72","AFG",1975,4.10033849153147,NA,NA,NA,NA,0,NA,0
"73","AFG",1976,3.87034951569435,NA,NA,NA,NA,0,NA,0
"74","AFG",1977,3.67550812928049,NA,NA,NA,NA,0,NA,0
"75","AFG",1978,3.15067393177546,NA,NA,NA,NA,0,NA,0
"76","AFG",1979,2.88524645271994,NA,NA,NA,NA,0,NA,0
"77","AFG",1980,7.34315275014984,NA,NA,NA,NA,0,NA,0
"78","AFG",1981,8.91353790435547,NA,NA,NA,NA,0,NA,0
"79","AFG",1982,NA,NA,NA,NA,NA,0,NA,0
"80","AFG",1983,NA,NA,NA,NA,NA,0,NA,0
"81","AFG",1984,NA,NA,NA,NA,NA,0,NA,0
"82","AFG",1985,NA,NA,NA,NA,NA,0,NA,0
"83","AFG",1986,NA,NA,NA,NA,NA,0,NA,0
"84","AFG",1987,NA,NA,NA,NA,NA,0,NA,0
"85","AFG",1988,NA,NA,NA,NA,NA,0,NA,0
"86","AFG",1989,NA,NA,NA,NA,NA,0,1,0
"87","AFG",1990,NA,NA,NA,NA,NA,0,1,0
"88","AFG",1991,NA,NA,NA,NA,NA,0,1,0
"89","AFG",1992,NA,NA,NA,NA,NA,0,1,0
"90","AFG",1993,NA,NA,NA,NA,NA,0,NA,0
"91","AFG",1994,NA,NA,NA,NA,NA,0,NA,0
"92","AFG",1995,NA,NA,NA,NA,NA,0,NA,0
"93","AFG",1996,NA,NA,NA,NA,NA,0,NA,0
"94","AFG",1997,NA,NA,NA,NA,NA,0,NA,0
"95","AFG",1998,NA,NA,NA,NA,NA,0,NA,0
"96","AFG",1999,NA,NA,NA,NA,NA,0,NA,0
"97","AFG",2000,NA,NA,NA,NA,NA,0,NA,0
"98","AFG",2001,5.22880933359117,NA,NA,NA,NA,0,NA,0
"99","AFG",2002,4.80770988054364,NA,NA,NA,NA,0,NA,0
"100","AFG",2003,3.34233357317037,NA,NA,NA,NA,0,NA,0
"101","AFG",2004,2.00838854260852,NA,NA,NA,NA,0,NA,0
"102","AFG",2005,1.74410277034292,NA,NA,NA,NA,0,1,0
"103","AFG",2006,2.3285058488862,NA,NA,NA,NA,0,1,0
"104","AFG",2007,1.94890922707993,NA,NA,NA,NA,0,1,0
"105","AFG",2008,2.50513982511124,NA,NA,NA,NA,0,1,0
"106","AFG",2009,1.58896679594513,NA,NA,NA,NA,0,1,0
"107","AFG",2010,2.37826917608876,NA,NA,NA,NA,0,1,0
"108","AFG",2011,2.22286828745055,NA,NA,NA,NA,0,1,0
"109","AFG",2012,1.63008741791867,NA,NA,NA,NA,0,1,0
"110","AFG",2013,1.21891392509474,NA,NA,NA,NA,NA,NA,NA
"111","AFG",2014,NA,NA,NA,NA,NA,NA,NA,NA
"112","AFG",2015,NA,NA,NA,NA,NA,NA,NA,NA
"113","AGO",1960,NA,NA,NA,NA,NA,NA,NA,NA
"114","AGO",1961,NA,NA,NA,NA,NA,NA,NA,NA
"115","AGO",1962,NA,NA,NA,NA,NA,NA,NA,NA
"116","AGO",1963,NA,NA,NA,NA,NA,NA,NA,NA
"117","AGO",1964,NA,NA,NA,NA,NA,NA,NA,NA
"118","AGO",1965,NA,NA,NA,NA,NA,NA,NA,NA
"119","AGO",1966,NA,NA,NA,NA,NA,NA,NA,NA
"120","AGO",1967,NA,NA,NA,NA,NA,NA,NA,NA
"121","AGO",1968,NA,NA,NA,NA,NA,NA,NA,NA
"122","AGO",1969,NA,NA,NA,NA,NA,NA,NA,NA
"123","AGO",1970,NA,NA,NA,NA,NA,NA,NA,NA
"124","AGO",1971,NA,NA,NA,NA,NA,NA,NA,NA
"125","AGO",1972,NA,NA,NA,NA,NA,NA,NA,NA
"126","AGO",1973,NA,NA,NA,NA,NA,NA,NA,NA
"127","AGO",1974,NA,NA,NA,NA,NA,NA,NA,NA
"128","AGO",1975,NA,NA,NA,NA,NA,NA,NA,0
"129","AGO",1976,NA,NA,NA,NA,NA,0,NA,0
"130","AGO",1977,NA,NA,NA,NA,NA,0,NA,0
"131","AGO",1978,NA,NA,NA,NA,NA,0,NA,0
"132","AGO",1979,NA,NA,NA,NA,NA,0,NA,0
"133","AGO",1980,NA,NA,NA,NA,NA,0,NA,0
"134","AGO",1981,NA,NA,NA,NA,NA,0,NA,0
"135","AGO",1982,NA,NA,NA,NA,NA,0,NA,0
"136","AGO",1983,NA,NA,NA,NA,NA,0,NA,0
"137","AGO",1984,NA,NA,NA,NA,NA,0,NA,0
"138","AGO",1985,27.5794060705322,NA,NA,NA,NA,0,NA,0
"139","AGO",1986,14.4001099371027,NA,NA,NA,NA,0,NA,0
"140","AGO",1987,26.4299509760888,NA,NA,NA,NA,0,NA,0
"141","AGO",1988,24.1284154893302,NA,NA,NA,NA,0,NA,0
"142","AGO",1989,21.1933655302693,NA,NA,NA,NA,0,NA,0
"143","AGO",1990,31.7295735547808,NA,NA,NA,NA,0,NA,0
"144","AGO",1991,23.2849525906945,NA,NA,NA,NA,0,NA,0
"145","AGO",1992,49.5946515486697,NA,NA,NA,NA,0,NA,0
"146","AGO",1993,42.6367571520173,NA,NA,NA,NA,0,NA,0
"147","AGO",1994,56.423550360407,NA,NA,NA,NA,0,NA,0
"148","AGO",1995,56.7305101430355,NA,NA,NA,NA,0,NA,0
"149","AGO",1996,52.1469373832545,NA,NA,NA,NA,0,NA,0
"150","AGO",1997,49.238217837005,NA,NA,NA,NA,0,NA,0
"151","AGO",1998,32.5883745277008,NA,NA,NA,NA,0,NA,0
"152","AGO",1999,50.9811482562492,NA,NA,NA,NA,0,NA,0
"153","AGO",2000,66.0983422083282,NA,NA,NA,NA,0,NA,0
"154","AGO",2001,53.3808057577437,NA,NA,NA,NA,0,NA,0
"155","AGO",2002,46.7125761226477,NA,NA,NA,NA,0,NA,0
"156","AGO",2003,49.3193389330679,NA,NA,NA,NA,0,NA,0
"157","AGO",2004,55.2508249260718,NA,NA,NA,NA,0,NA,0
"158","AGO",2005,71.478402326489,NA,NA,NA,NA,0,NA,0
"159","AGO",2006,66.1561761856991,NA,NA,NA,NA,0,NA,0
"160","AGO",2007,60.4244409198007,NA,NA,NA,NA,0,NA,0
"161","AGO",2008,67.2332048773805,NA,NA,NA,NA,0,NA,0
"162","AGO",2009,38.6498468757854,NA,NA,NA,NA,0,NA,0
"163","AGO",2010,45.9929154626531,NA,NA,NA,NA,0,NA,0
"164","AGO",2011,45.310017461297,NA,NA,NA,NA,0,NA,0
"165","AGO",2012,41.5230666404734,NA,NA,NA,NA,0,NA,0
"166","AGO",2013,34.9885508618823,NA,NA,NA,NA,NA,NA,NA
"167","AGO",2014,NA,NA,NA,NA,NA,NA,NA,NA
"168","AGO",2015,NA,NA,NA,NA,NA,NA,NA,NA
"169","ALB",1960,NA,NA,NA,NA,NA,NA,NA,NA
"170","ALB",1961,NA,NA,NA,NA,NA,NA,NA,NA
"171","ALB",1962,NA,NA,NA,NA,NA,NA,NA,NA
"172","ALB",1963,NA,NA,NA,NA,NA,NA,NA,NA
"173","ALB",1964,NA,NA,NA,NA,NA,NA,NA,NA
"174","ALB",1965,NA,NA,NA,NA,NA,NA,NA,NA
"175","ALB",1966,NA,NA,NA,NA,NA,NA,NA,NA
"176","ALB",1967,NA,NA,NA,NA,NA,NA,NA,NA
"177","ALB",1968,NA,NA,NA,NA,NA,NA,NA,NA
"178","ALB",1969,NA,NA,NA,NA,NA,NA,NA,NA
"179","ALB",1970,NA,NA,NA,NA,NA,NA,NA,NA
"180","ALB",1971,NA,NA,NA,NA,NA,NA,NA,NA
"181","ALB",1972,NA,NA,NA,NA,NA,NA,NA,NA
"182","ALB",1973,NA,NA,NA,NA,NA,NA,NA,NA
"183","ALB",1974,NA,NA,NA,NA,NA,NA,NA,NA
"184","ALB",1975,NA,NA,NA,NA,NA,0,NA,0
"185","ALB",1976,NA,NA,NA,NA,NA,0,NA,0
"186","ALB",1977,NA,NA,NA,NA,NA,0,NA,0
"187","ALB",1978,NA,NA,NA,NA,NA,0,NA,0
"188","ALB",1979,NA,NA,NA,NA,NA,0,NA,0
"189","ALB",1980,NA,NA,NA,NA,NA,0,NA,0
"190","ALB",1981,NA,NA,NA,NA,NA,0,NA,0
"191","ALB",1982,NA,NA,NA,NA,NA,0,NA,0
"192","ALB",1983,NA,NA,NA,NA,NA,0,NA,0
"193","ALB",1984,16.4523417390468,NA,NA,NA,NA,0,NA,0
"194","ALB",1985,13.8700426779612,NA,NA,NA,NA,0,NA,0
"195","ALB",1986,7.85428497255376,NA,NA,NA,NA,0,NA,0
"196","ALB",1987,9.03326048035559,NA,NA,NA,NA,0,NA,0
"197","ALB",1988,10.9803379967072,NA,NA,NA,NA,0,NA,0
"198","ALB",1989,10.7449883765233,NA,NA,NA,NA,0,NA,0
"199","ALB",1990,10.3097122483637,NA,NA,NA,NA,0,NA,0
"200","ALB",1991,14.474370428803,NA,NA,NA,NA,0,NA,0
"201","ALB",1992,18.4730900766883,NA,NA,NA,NA,0,NA,1
"202","ALB",1993,5.26861654166938,NA,NA,NA,NA,0,NA,1
"203","ALB",1994,2.82713582286702,NA,NA,NA,NA,0,NA,1
"204","ALB",1995,2.28955058728552,NA,NA,NA,NA,0,NA,1
"205","ALB",1996,2.17627147070153,NA,NA,NA,NA,0,NA,1
"206","ALB",1997,2.03486749356314,NA,NA,NA,NA,0,NA,1
"207","ALB",1998,0.886925160779285,NA,NA,NA,NA,0,NA,1
"208","ALB",1999,0.942773727226257,NA,NA,NA,NA,0,NA,1
"209","ALB",2000,1.49949301255379,NA,NA,NA,NA,0,NA,1
"210","ALB",2001,1.04426706571803,NA,NA,NA,NA,0,NA,1
"211","ALB",2002,1.15595190416631,NA,NA,NA,NA,0,NA,1
"212","ALB",2003,1.07678252919614,NA,NA,NA,NA,0,NA,1
"213","ALB",2004,1.304935416514,NA,NA,NA,NA,0,NA,1
"214","ALB",2005,1.59691962688063,NA,NA,NA,NA,0,NA,1
"215","ALB",2006,2.2241795278036,NA,NA,NA,NA,0,NA,1
"216","ALB",2007,3.19468795366974,NA,NA,NA,NA,0,NA,1
"217","ALB",2008,2.89917259262174,NA,NA,NA,NA,0,NA,1
"218","ALB",2009,1.7715312666314,NA,NA,NA,NA,0,NA,1
"219","ALB",2010,3.03021281569984,NA,NA,NA,NA,0,NA,1
"220","ALB",2011,4.50828614635749,NA,NA,NA,NA,0,NA,1
"221","ALB",2012,4.95381259017529,NA,NA,NA,NA,0,NA,1
"222","ALB",2013,5.19316898590936,NA,NA,NA,NA,NA,NA,NA
"223","ALB",2014,NA,NA,NA,NA,NA,NA,NA,NA
"224","ALB",2015,NA,NA,NA,NA,NA,NA,NA,NA
"225","AND",1960,NA,NA,NA,NA,NA,NA,NA,NA
"226","AND",1961,NA,NA,NA,NA,NA,NA,NA,NA
"227","AND",1962,NA,NA,NA,NA,NA,NA,NA,NA
"228","AND",1963,NA,NA,NA,NA,NA,NA,NA,NA
"229","AND",1964,NA,NA,NA,NA,NA,NA,NA,NA
"230","AND",1965,NA,NA,NA,NA,NA,NA,NA,NA
"231","AND",1966,NA,NA,NA,NA,NA,NA,NA,NA
"232","AND",1967,NA,NA,NA,NA,NA,NA,NA,NA
"233","AND",1968,NA,NA,NA,NA,NA,NA,NA,NA
"234","AND",1969,NA,NA,NA,NA,NA,NA,NA,NA
"235","AND",1970,NA,NA,NA,NA,NA,NA,NA,NA
"236","AND",1971,NA,NA,NA,NA,NA,NA,NA,NA
"237","AND",1972,NA,NA,NA,NA,NA,NA,NA,NA
"238","AND",1973,NA,NA,NA,NA,NA,NA,NA,NA
"239","AND",1974,NA,NA,NA,NA,NA,NA,NA,NA
"240","AND",1975,NA,NA,NA,NA,NA,NA,NA,NA
"241","AND",1976,NA,NA,NA,NA,NA,NA,NA,NA
"242","AND",1977,NA,NA,NA,NA,NA,NA,NA,NA
"243","AND",1978,NA,NA,NA,NA,NA,NA,NA,NA
"244","AND",1979,NA,NA,NA,NA,NA,NA,NA,NA
"245","AND",1980,NA,NA,NA,NA,NA,NA,NA,NA
"246","AND",1981,NA,NA,NA,NA,NA,NA,NA,NA
"247","AND",1982,NA,NA,NA,NA,NA,NA,NA,NA
"248","AND",1983,NA,NA,NA,NA,NA,NA,NA,NA
"249","AND",1984,NA,NA,NA,NA,NA,NA,NA,NA
"250","AND",1985,NA,NA,NA,NA,NA,NA,NA,NA
"251","AND",1986,NA,NA,NA,NA,NA,NA,NA,NA
"252","AND",1987,NA,NA,NA,NA,NA,NA,NA,NA
"253","AND",1988,NA,NA,NA,NA,NA,NA,NA,NA
"254","AND",1989,NA,NA,NA,NA,NA,NA,NA,NA
"255","AND",1990,NA,NA,NA,NA,NA,NA,NA,NA
"256","AND",1991,NA,NA,NA,NA,NA,NA,NA,NA
"257","AND",1992,NA,NA,NA,NA,NA,NA,NA,NA
"258","AND",1993,NA,NA,NA,NA,NA,NA,NA,NA
"259","AND",1994,NA,NA,NA,NA,NA,NA,NA,NA
"260","AND",1995,NA,NA,NA,NA,NA,NA,NA,NA
"261","AND",1996,NA,NA,NA,NA,NA,NA,NA,NA
"262","AND",1997,NA,NA,NA,NA,NA,NA,NA,NA
"263","AND",1998,NA,NA,NA,NA,NA,NA,NA,NA
"264","AND",1999,NA,NA,NA,NA,NA,NA,NA,NA
"265","AND",2000,NA,NA,NA,NA,NA,NA,NA,NA
"266","AND",2001,NA,NA,NA,NA,NA,NA,NA,NA
"267","AND",2002,NA,NA,NA,NA,NA,NA,NA,NA
"268","AND",2003,NA,NA,NA,NA,NA,NA,NA,NA
"269","AND",2004,NA,NA,NA,NA,NA,NA,NA,NA
"270","AND",2005,NA,NA,NA,NA,NA,NA,NA,NA
"271","AND",2006,NA,NA,NA,NA,NA,NA,NA,NA
"272","AND",2007,NA,NA,NA,NA,NA,NA,NA,NA
"273","AND",2008,NA,NA,NA,NA,NA,NA,NA,NA
"274","AND",2009,0,NA,NA,NA,NA,NA,NA,NA
"275","AND",2010,0,NA,NA,NA,NA,NA,NA,NA
"276","AND",2011,0,NA,NA,NA,NA,NA,NA,NA
"277","AND",2012,0,NA,NA,NA,NA,NA,NA,NA
"278","AND",2013,0,NA,NA,NA,NA,NA,NA,NA
"279","AND",2014,NA,NA,NA,NA,NA,NA,NA,NA
"280","AND",2015,NA,NA,NA,NA,NA,NA,NA,NA
"281","ARE",1960,NA,NA,NA,NA,NA,NA,NA,NA
"282","ARE",1961,NA,NA,NA,NA,NA,NA,NA,NA
"283","ARE",1962,NA,NA,NA,NA,NA,NA,NA,NA
"284","ARE",1963,NA,NA,NA,NA,NA,NA,NA,NA
"285","ARE",1964,NA,NA,NA,NA,NA,NA,NA,NA
"286","ARE",1965,NA,NA,NA,NA,NA,NA,NA,NA
"287","ARE",1966,NA,NA,NA,NA,NA,NA,NA,NA
"288","ARE",1967,NA,NA,NA,NA,NA,NA,NA,NA
"289","ARE",1968,NA,NA,NA,NA,NA,NA,NA,NA
"290","ARE",1969,NA,NA,NA,NA,NA,NA,NA,NA
"291","ARE",1970,NA,NA,NA,NA,NA,NA,NA,NA
"292","ARE",1971,NA,NA,NA,NA,NA,NA,NA,NA
"293","ARE",1972,NA,NA,NA,NA,NA,NA,NA,NA
"294","ARE",1973,NA,NA,NA,NA,NA,NA,NA,NA
"295","ARE",1974,NA,NA,NA,NA,NA,NA,NA,NA
"296","ARE",1975,40.9272221922871,NA,NA,NA,NA,0,NA,0
"297","ARE",1976,40.2661739271904,NA,NA,NA,NA,0,NA,0
"298","ARE",1977,34.839028119223,NA,NA,NA,NA,0,NA,0
"299","ARE",1978,34.805203505527,NA,NA,NA,NA,0,NA,0
"300","ARE",1979,63.9833201155916,NA,NA,NA,NA,0,NA,0
"301","ARE",1980,52.0556907730978,NA,NA,NA,NA,0,NA,0
"302","ARE",1981,38.0065205629717,NA,NA,NA,NA,0,NA,0
"303","ARE",1982,31.1049128542296,NA,NA,NA,NA,0,NA,0
"304","ARE",1983,27.7375923672308,NA,NA,NA,NA,0,NA,0
"305","ARE",1984,27.8332832745846,NA,NA,NA,NA,0,NA,0
"306","ARE",1985,27.9541992507225,NA,NA,NA,NA,0,NA,0
"307","ARE",1986,18.9780767656759,NA,NA,NA,NA,0,NA,0
"308","ARE",1987,25.6585917075752,NA,NA,NA,NA,0,NA,0
"309","ARE",1988,20.4663595486493,NA,NA,NA,NA,0,NA,0
"310","ARE",1989,26.01301017226,NA,NA,NA,NA,0,NA,0
"311","ARE",1990,32.3727448646987,NA,NA,NA,NA,0,NA,0
"312","ARE",1991,30.0105887277897,NA,NA,NA,NA,0,NA,0
"313","ARE",1992,26.0407576477787,NA,NA,NA,NA,0,NA,0
"314","ARE",1993,21.921754229022,NA,NA,NA,NA,0,NA,0
"315","ARE",1994,19.7843914473179,NA,NA,NA,NA,0,NA,0
"316","ARE",1995,20.1167216561088,NA,NA,NA,NA,0,NA,0
"317","ARE",1996,23.0393190878145,NA,NA,NA,NA,0,NA,0
"318","ARE",1997,20.386849981892,NA,NA,NA,NA,0,NA,0
"319","ARE",1998,13.5361507866448,NA,NA,NA,NA,0,NA,0
"320","ARE",1999,15.2271594073332,NA,NA,NA,NA,0,NA,0
"321","ARE",2000,24.4287498540277,NA,NA,NA,NA,0,NA,0
"322","ARE",2001,20.493148421945,NA,NA,NA,NA,0,NA,0
"323","ARE",2002,17.4141407023305,NA,NA,NA,NA,0,NA,0
"324","ARE",2003,21.5908870191165,NA,NA,NA,NA,0,NA,0
"325","ARE",2004,24.7192112420881,NA,NA,NA,NA,0,NA,0
"326","ARE",2005,30.5488565967444,NA,NA,NA,NA,0,NA,0
"327","ARE",2006,29.9356234645823,NA,NA,NA,NA,0,NA,0
"328","ARE",2007,27.7689982255495,NA,NA,NA,NA,0,NA,0
"329","ARE",2008,32.3935710330648,NA,NA,NA,NA,0,NA,0
"330","ARE",2009,20.6279579896069,NA,NA,NA,NA,0,NA,0
"331","ARE",2010,23.1648142680716,NA,NA,NA,NA,0,NA,0
"332","ARE",2011,27.5014626229839,NA,NA,NA,NA,0,NA,0
"333","ARE",2012,26.1819683018197,NA,NA,NA,NA,0,NA,0
"334","ARE",2013,23.6885947306375,NA,NA,NA,NA,NA,NA,NA
"335","ARE",2014,NA,NA,NA,NA,NA,NA,NA,NA
"336","ARE",2015,NA,NA,NA,NA,NA,NA,NA,NA
"337","ARG",1960,NA,NA,NA,NA,NA,NA,NA,NA
"338","ARG",1961,NA,NA,NA,NA,NA,NA,NA,NA
"339","ARG",1962,NA,NA,NA,NA,NA,NA,NA,NA
"340","ARG",1963,NA,NA,NA,NA,NA,NA,NA,NA
"341","ARG",1964,NA,NA,NA,NA,NA,NA,NA,NA
"342","ARG",1965,NA,NA,NA,NA,NA,NA,NA,NA
"343","ARG",1966,NA,NA,NA,NA,NA,NA,NA,NA
"344","ARG",1967,NA,NA,NA,NA,NA,NA,NA,NA
"345","ARG",1968,NA,NA,NA,NA,NA,NA,NA,NA
"346","ARG",1969,NA,NA,NA,NA,NA,NA,NA,NA
"347","ARG",1970,0.937627097692195,NA,NA,NA,NA,NA,NA,NA
"348","ARG",1971,1.25600133353564,NA,NA,NA,NA,NA,NA,NA
"349","ARG",1972,1.28725781753575,NA,NA,NA,NA,NA,NA,NA
"350","ARG",1973,1.29611922520553,NA,NA,NA,NA,NA,NA,NA
"351","ARG",1974,2.85331065143947,NA,NA,NA,NA,NA,NA,NA
"352","ARG",1975,3.73006125563866,NA,NA,NA,NA,0,NA,0
"353","ARG",1976,4.26356879796715,NA,NA,NA,NA,0,NA,0
"354","ARG",1977,4.45512370735318,NA,NA,NA,NA,0,NA,0
"355","ARG",1978,4.78196620920978,NA,NA,NA,NA,0,NA,0
"356","ARG",1979,9.14952408623214,NA,NA,NA,NA,0,NA,0
"357","ARG",1980,9.75839455024255,NA,NA,NA,NA,0,NA,0
"358","ARG",1981,9.29149220071061,NA,NA,NA,NA,0,NA,0
"359","ARG",1982,8.08610968560263,NA,NA,NA,NA,0,NA,0
"360","ARG",1983,6.0237426173652,NA,NA,NA,NA,0,NA,0
"361","ARG",1984,7.4790663251071,NA,NA,NA,NA,0,1,0
"362","ARG",1985,5.94481030675999,NA,NA,NA,NA,0,1,0
"363","ARG",1986,2.79072453760448,NA,NA,NA,NA,0,1,0
"364","ARG",1987,3.12195142899284,NA,NA,NA,NA,0,1,0
"365","ARG",1988,2.58329155817972,NA,NA,NA,NA,0,1,0
"366","ARG",1989,5.20524676645721,NA,NA,NA,NA,0,1,0
"367","ARG",1990,3.55079656037536,NA,NA,NA,NA,0,1,0
"368","ARG",1991,2.36298155018049,NA,NA,NA,NA,0,1,0
"369","ARG",1992,2.04229904934964,NA,NA,NA,NA,0,1,0
"370","ARG",1993,1.97992952468411,NA,NA,NA,NA,0,1,0
"371","ARG",1994,1.79852106976604,NA,NA,NA,NA,0,1,0
"372","ARG",1995,2.17986888390674,NA,NA,NA,NA,0,1,0
"373","ARG",1996,2.71228993049076,NA,NA,NA,NA,0,1,0
"374","ARG",1997,2.43230798912093,NA,NA,NA,NA,0,1,0
"375","ARG",1998,1.64253063979397,NA,NA,NA,NA,0,1,0
"376","ARG",1999,2.08154510552281,NA,NA,NA,NA,0,1,0
"377","ARG",2000,3.94758643500545,NA,NA,NA,NA,0,1,0
"378","ARG",2001,3.65597756384738,NA,NA,NA,NA,0,1,0
"379","ARG",2002,8.6925100452153,NA,NA,NA,NA,0,1,0
"380","ARG",2003,9.39869369496664,NA,NA,NA,NA,0,1,0
"381","ARG",2004,8.30025996602357,NA,NA,NA,NA,0,1,0
"382","ARG",2005,10.1244628461676,NA,NA,NA,NA,0,1,0
"383","ARG",2006,9.71490234041897,NA,NA,NA,NA,0,1,0
"384","ARG",2007,8.00551567135146,NA,NA,NA,NA,0,1,0
"385","ARG",2008,8.85544255062679,NA,NA,NA,NA,0,1,0
"386","ARG",2009,5.02132159109238,NA,NA,NA,NA,0,1,0
"387","ARG",2010,5.0255282508106,NA,NA,NA,NA,0,1,0
"388","ARG",2011,5.00851287581744,NA,NA,NA,NA,0,1,0
"389","ARG",2012,4.25578610703506,NA,NA,NA,NA,0,1,0
"390","ARG",2013,3.77771357343663,NA,NA,NA,NA,NA,NA,NA
"391","ARG",2014,NA,NA,NA,NA,NA,NA,NA,NA
"392","ARG",2015,NA,NA,NA,NA,NA,NA,NA,NA
"393","ARM",1960,NA,NA,NA,NA,NA,NA,NA,NA
"394","ARM",1961,NA,NA,NA,NA,NA,NA,NA,NA
