"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"DNK","POP","TOT","MLN_PER","A","1983",5.114297,
"DNK","POP","TOT","MLN_PER","A","1984",5.111619,
"DNK","POP","TOT","MLN_PER","A","1985",5.11369,
"DNK","POP","TOT","MLN_PER","A","1986",5.120533,
"DNK","POP","TOT","MLN_PER","A","1987",5.127024,
"DNK","POP","TOT","MLN_PER","A","1988",5.129515,
"DNK","POP","TOT","MLN_PER","A","1989",5.132593,
"DNK","POP","TOT","MLN_PER","A","1990",5.140939,
"DNK","POP","TOT","MLN_PER","A","1991",5.154297,
"DNK","POP","TOT","MLN_PER","A","1992",5.17137,
"DNK","POP","TOT","MLN_PER","A","1993",5.188628,
"DNK","POP","TOT","MLN_PER","A","1994",5.20618,
"DNK","POP","TOT","MLN_PER","A","1995",5.233372,
"DNK","POP","TOT","MLN_PER","A","1996",5.263073,
"DNK","POP","TOT","MLN_PER","A","1997",5.28499,
"DNK","POP","TOT","MLN_PER","A","1998",5.304218,
"DNK","POP","TOT","MLN_PER","A","1999",5.321798,
"DNK","POP","TOT","MLN_PER","A","2000",5.339615,
"DNK","POP","TOT","MLN_PER","A","2001",5.358782,
"DNK","POP","TOT","MLN_PER","A","2002",5.37593,
"DNK","POP","TOT","MLN_PER","A","2003",5.390573,
"DNK","POP","TOT","MLN_PER","A","2004",5.404522,
"DNK","POP","TOT","MLN_PER","A","2005",5.419432,
"DNK","POP","TOT","MLN_PER","A","2006",5.437271,
"DNK","POP","TOT","MLN_PER","A","2007",5.461437,
"DNK","POP","TOT","MLN_PER","A","2008",5.493621,
"DNK","POP","TOT","MLN_PER","A","2009",5.523094,
"DNK","POP","TOT","MLN_PER","A","2010",5.547683,
"DNK","POP","TOT","MLN_PER","A","2011",5.570572,
"DNK","POP","TOT","MLN_PER","A","2012",5.591572,"B"
"FIN","POP","TOT","MLN_PER","A","1979",4.765,
"FIN","POP","TOT","MLN_PER","A","1980",4.779,
"FIN","POP","TOT","MLN_PER","A","1981",4.8,
"FIN","POP","TOT","MLN_PER","A","1982",4.827,
"FIN","POP","TOT","MLN_PER","A","1983",4.856,
"FIN","POP","TOT","MLN_PER","A","1984",4.882,
"FIN","POP","TOT","MLN_PER","A","1985",4.902,
"FIN","POP","TOT","MLN_PER","A","1986",4.918,
"FIN","POP","TOT","MLN_PER","A","1987",4.932,
"FIN","POP","TOT","MLN_PER","A","1988",4.947,
"FIN","POP","TOT","MLN_PER","A","1989",4.964,
"FIN","POP","TOT","MLN_PER","A","1990",4.986,
"FIN","POP","TOT","MLN_PER","A","1991",5.014,
"FIN","POP","TOT","MLN_PER","A","1992",5.042,
"FIN","POP","TOT","MLN_PER","A","1993",5.066,
"FIN","POP","TOT","MLN_PER","A","1994",5.088,
"FIN","POP","TOT","MLN_PER","A","1995",5.108,
"FIN","POP","TOT","MLN_PER","A","1996",5.125,
"FIN","POP","TOT","MLN_PER","A","1997",5.14,
"FIN","POP","TOT","MLN_PER","A","1998",5.153,
"FIN","POP","TOT","MLN_PER","A","1999",5.165,
"FIN","POP","TOT","MLN_PER","A","2000",5.176,
"FIN","POP","TOT","MLN_PER","A","2001",5.188,
"FIN","POP","TOT","MLN_PER","A","2002",5.201,
"FIN","POP","TOT","MLN_PER","A","2003",5.213,
"FIN","POP","TOT","MLN_PER","A","2004",5.228,
"FIN","POP","TOT","MLN_PER","A","2005",5.246,
"FIN","POP","TOT","MLN_PER","A","2006",5.267,
"FIN","POP","TOT","MLN_PER","A","2007",5.289,
"FIN","POP","TOT","MLN_PER","A","2008",5.313,
"FIN","POP","TOT","MLN_PER","A","2009",5.339,
"FIN","POP","TOT","MLN_PER","A","2010",5.363,
"FIN","POP","TOT","MLN_PER","A","2011",5.388,
"FIN","POP","TOT","MLN_PER","A","2012",5.414,
"FIN","POP","TOT","MLN_PER","A","2013",5.439,
"FIN","POP","TOT","MLN_PER","A","2014",5.472,
"FRA","POP","TOT","MLN_PER","A","1979",53.60623,
"FRA","POP","TOT","MLN_PER","A","1980",53.88001,
"FRA","POP","TOT","MLN_PER","A","1981",54.18182,
"FRA","POP","TOT","MLN_PER","A","1982",54.49249,
"FRA","POP","TOT","MLN_PER","A","1983",54.77242,
"FRA","POP","TOT","MLN_PER","A","1984",55.02608,
"FRA","POP","TOT","MLN_PER","A","1985",55.28427,
"FRA","POP","TOT","MLN_PER","A","1986",55.54651,
"FRA","POP","TOT","MLN_PER","A","1987",55.82396,
"FRA","POP","TOT","MLN_PER","A","1988",56.11798,
"FRA","POP","TOT","MLN_PER","A","1989",56.42341,
"FRA","POP","TOT","MLN_PER","A","1990",56.70883,
"FRA","POP","TOT","MLN_PER","A","1991",56.9756,
"FRA","POP","TOT","MLN_PER","A","1992",57.23985,
"FRA","POP","TOT","MLN_PER","A","1993",57.46709,
"FRA","POP","TOT","MLN_PER","A","1994",57.65877,
"FRA","POP","TOT","MLN_PER","A","1995",57.84425,
"FRA","POP","TOT","MLN_PER","A","1996",58.02599,
"FRA","POP","TOT","MLN_PER","A","1997",58.20749,
"FRA","POP","TOT","MLN_PER","A","1998",58.39779,
"FRA","POP","TOT","MLN_PER","A","1999",58.67741,
"FRA","POP","TOT","MLN_PER","A","2000",59.06239,
"FRA","POP","TOT","MLN_PER","A","2001",59.47623,
"FRA","POP","TOT","MLN_PER","A","2002",59.89387,
"FRA","POP","TOT","MLN_PER","A","2003",60.30363,
"FRA","POP","TOT","MLN_PER","A","2004",60.73434,
"FRA","POP","TOT","MLN_PER","A","2005",61.1815,
"FRA","POP","TOT","MLN_PER","A","2006",61.59748,
"FRA","POP","TOT","MLN_PER","A","2007",61.96505,
"FRA","POP","TOT","MLN_PER","A","2008",62.30029,
"FRA","POP","TOT","MLN_PER","A","2009",62.61547,
"FRA","POP","TOT","MLN_PER","A","2010",62.91779,
"FRA","POP","TOT","MLN_PER","A","2011",63.22316,
"FRA","POP","TOT","MLN_PER","A","2012",63.514,
"FRA","POP","TOT","MLN_PER","A","2013",63.78614,
"DEU","POP","TOT","MLN_PER","A","1979",61.359,
"DEU","POP","TOT","MLN_PER","A","1980",61.566,
"DEU","POP","TOT","MLN_PER","A","1981",61.682,
"DEU","POP","TOT","MLN_PER","A","1982",61.638,
"DEU","POP","TOT","MLN_PER","A","1983",61.423,"B"
"DEU","POP","TOT","MLN_PER","A","1984",61.175,
"DEU","POP","TOT","MLN_PER","A","1985",61.024,
"DEU","POP","TOT","MLN_PER","A","1986",61.066,"B"
"DEU","POP","TOT","MLN_PER","A","1987",61.077,
"DEU","POP","TOT","MLN_PER","A","1988",61.45,
"DEU","POP","TOT","MLN_PER","A","1989",62.063,
"DEU","POP","TOT","MLN_PER","A","1990",63.254,"B"
"DEU","POP","TOT","MLN_PER","A","1991",79.984,
"DEU","POP","TOT","MLN_PER","A","1992",80.595,
"DEU","POP","TOT","MLN_PER","A","1993",81.179,
"DEU","POP","TOT","MLN_PER","A","1994",81.422,
"DEU","POP","TOT","MLN_PER","A","1995",81.661,
"DEU","POP","TOT","MLN_PER","A","1996",81.895,
"DEU","POP","TOT","MLN_PER","A","1997",82.052,
"DEU","POP","TOT","MLN_PER","A","1998",82.029,"B"
"DEU","POP","TOT","MLN_PER","A","1999",82.024,
"DEU","POP","TOT","MLN_PER","A","2000",82.16,
"DEU","POP","TOT","MLN_PER","A","2001",82.277,
"DEU","POP","TOT","MLN_PER","A","2002",82.456,
"DEU","POP","TOT","MLN_PER","A","2003",82.502,
"DEU","POP","TOT","MLN_PER","A","2004",82.491,
"DEU","POP","TOT","MLN_PER","A","2005",82.465,
"DEU","POP","TOT","MLN_PER","A","2006",82.369,
"DEU","POP","TOT","MLN_PER","A","2007",82.257,
"DEU","POP","TOT","MLN_PER","A","2008",82.135,
"DEU","POP","TOT","MLN_PER","A","2009",81.904,
"DEU","POP","TOT","MLN_PER","A","2010",81.715,
"DEU","POP","TOT","MLN_PER","A","2011",81.755,
"DEU","POP","TOT","MLN_PER","A","2012",81.913,
"DEU","POP","TOT","MLN_PER","A","2013",82.105,
"GRC","POP","TOT","MLN_PER","A","1979",9.548258,
"GRC","POP","TOT","MLN_PER","A","1980",9.642505,
"GRC","POP","TOT","MLN_PER","A","1981",9.72935,
"GRC","POP","TOT","MLN_PER","A","1982",9.789513,
"GRC","POP","TOT","MLN_PER","A","1983",9.846627,
"GRC","POP","TOT","MLN_PER","A","1984",9.895801,
"GRC","POP","TOT","MLN_PER","A","1985",9.9343,
"GRC","POP","TOT","MLN_PER","A","1986",9.967213,
"GRC","POP","TOT","MLN_PER","A","1987",10.00059,
"GRC","POP","TOT","MLN_PER","A","1988",10.03698,
"GRC","POP","TOT","MLN_PER","A","1989",10.0895,
"GRC","POP","TOT","MLN_PER","A","1990",10.1569,
"GRC","POP","TOT","MLN_PER","A","1991",10.25629,
"GRC","POP","TOT","MLN_PER","A","1992",10.36987,
"GRC","POP","TOT","MLN_PER","A","1993",10.46553,
"GRC","POP","TOT","MLN_PER","A","1994",10.55304,
"GRC","POP","TOT","MLN_PER","A","1995",10.63438,
"GRC","POP","TOT","MLN_PER","A","1996",10.70917,
"GRC","POP","TOT","MLN_PER","A","1997",10.7765,
"GRC","POP","TOT","MLN_PER","A","1998",10.83488,
"GRC","POP","TOT","MLN_PER","A","1999",10.88258,
"GRC","POP","TOT","MLN_PER","A","2000",10.91748,
"GRC","POP","TOT","MLN_PER","A","2001",10.95,
"GRC","POP","TOT","MLN_PER","A","2002",10.983,
"GRC","POP","TOT","MLN_PER","A","2003",11.016,
"GRC","POP","TOT","MLN_PER","A","2004",11.057,
"GRC","POP","TOT","MLN_PER","A","2005",11.093,
"GRC","POP","TOT","MLN_PER","A","2006",11.131,
"GRC","POP","TOT","MLN_PER","A","2007",11.163,
"GRC","POP","TOT","MLN_PER","A","2008",11.186,
"GRC","POP","TOT","MLN_PER","A","2009",11.185,
"GRC","POP","TOT","MLN_PER","A","2010",11.153,
"GRC","POP","TOT","MLN_PER","A","2011",11.124,
"GRC","POP","TOT","MLN_PER","A","2012",11.09,"B"
"HUN","POP","TOT","MLN_PER","A","1979",10.711,
"HUN","POP","TOT","MLN_PER","A","1980",10.711,
"HUN","POP","TOT","MLN_PER","A","1981",10.712,
"HUN","POP","TOT","MLN_PER","A","1982",10.706,
"HUN","POP","TOT","MLN_PER","A","1983",10.689,
"HUN","POP","TOT","MLN_PER","A","1984",10.668,
"HUN","POP","TOT","MLN_PER","A","1985",10.649,
"HUN","POP","TOT","MLN_PER","A","1986",10.631,
"HUN","POP","TOT","MLN_PER","A","1987",10.613,
"HUN","POP","TOT","MLN_PER","A","1988",10.596,
"HUN","POP","TOT","MLN_PER","A","1989",10.578,
"HUN","POP","TOT","MLN_PER","A","1990",10.374,
"HUN","POP","TOT","MLN_PER","A","1991",10.373,
"HUN","POP","TOT","MLN_PER","A","1992",10.369,
"HUN","POP","TOT","MLN_PER","A","1993",10.358,
"HUN","POP","TOT","MLN_PER","A","1994",10.343,
"HUN","POP","TOT","MLN_PER","A","1995",10.329,
"HUN","POP","TOT","MLN_PER","A","1996",10.311,
"HUN","POP","TOT","MLN_PER","A","1997",10.29,
"HUN","POP","TOT","MLN_PER","A","1998",10.267,
"HUN","POP","TOT","MLN_PER","A","1999",10.238,
"HUN","POP","TOT","MLN_PER","A","2000",10.211,
"HUN","POP","TOT","MLN_PER","A","2001",10.188,
"HUN","POP","TOT","MLN_PER","A","2002",10.159,
"HUN","POP","TOT","MLN_PER","A","2003",10.13,
"HUN","POP","TOT","MLN_PER","A","2004",10.107,
"HUN","POP","TOT","MLN_PER","A","2005",10.087,"B"
"HUN","POP","TOT","MLN_PER","A","2006",10.071,
"HUN","POP","TOT","MLN_PER","A","2007",10.056,
"HUN","POP","TOT","MLN_PER","A","2008",10.038,
"HUN","POP","TOT","MLN_PER","A","2009",10.023,
"HUN","POP","TOT","MLN_PER","A","2010",10,
"HUN","POP","TOT","MLN_PER","A","2011",9.972,
"HUN","POP","TOT","MLN_PER","A","2012",9.92,
"HUN","POP","TOT","MLN_PER","A","2013",9.893,
"HUN","POP","TOT","MLN_PER","A","2014",9.863,
"ISL","POP","TOT","MLN_PER","A","1979",0.2257,
"ISL","POP","TOT","MLN_PER","A","1980",0.2281,
"ISL","POP","TOT","MLN_PER","A","1981",0.2308,
"ISL","POP","TOT","MLN_PER","A","1982",0.234,
"ISL","POP","TOT","MLN_PER","A","1983",0.237,
"ISL","POP","TOT","MLN_PER","A","1984",0.2395,
"ISL","POP","TOT","MLN_PER","A","1985",0.2414,
"ISL","POP","TOT","MLN_PER","A","1986",0.2432,
"ISL","POP","TOT","MLN_PER","A","1987",0.246,
"ISL","POP","TOT","MLN_PER","A","1988",0.2499,
"ISL","POP","TOT","MLN_PER","A","1989",0.2527,
"ISL","POP","TOT","MLN_PER","A","1990",0.2548,
"ISL","POP","TOT","MLN_PER","A","1991",0.258,
"ISL","POP","TOT","MLN_PER","A","1992",0.2611,
"ISL","POP","TOT","MLN_PER","A","1993",0.2638,
"ISL","POP","TOT","MLN_PER","A","1994",0.266,
"ISL","POP","TOT","MLN_PER","A","1995",0.2674,
"ISL","POP","TOT","MLN_PER","A","1996",0.2689,
"ISL","POP","TOT","MLN_PER","A","1997",0.2709,
"ISL","POP","TOT","MLN_PER","A","1998",0.2738,
"ISL","POP","TOT","MLN_PER","A","1999",0.2772,
"ISL","POP","TOT","MLN_PER","A","2000",0.2812,
"ISL","POP","TOT","MLN_PER","A","2001",0.285054,
"ISL","POP","TOT","MLN_PER","A","2002",0.287559,
"ISL","POP","TOT","MLN_PER","A","2003",0.289272,
"ISL","POP","TOT","MLN_PER","A","2004",0.292587,
"ISL","POP","TOT","MLN_PER","A","2005",0.295864,
"ISL","POP","TOT","MLN_PER","A","2006",0.304334,
"ISL","POP","TOT","MLN_PER","A","2007",0.311396,
"ISL","POP","TOT","MLN_PER","A","2008",0.319355,
"ISL","POP","TOT","MLN_PER","A","2009",0.319246,
"ISL","POP","TOT","MLN_PER","A","2010",0.318006,
"ISL","POP","TOT","MLN_PER","A","2011",0.319014,
"ISL","POP","TOT","MLN_PER","A","2012",0.320716,
"ISL","POP","TOT","MLN_PER","A","2013",0.323764,
"IRL","POP","TOT","MLN_PER","A","1979",3.3682,
"IRL","POP","TOT","MLN_PER","A","1980",3.401,
"IRL","POP","TOT","MLN_PER","A","1981",3.4434,
"IRL","POP","TOT","MLN_PER","A","1982",3.48,
"IRL","POP","TOT","MLN_PER","A","1983",3.504,
"IRL","POP","TOT","MLN_PER","A","1984",3.529,
"IRL","POP","TOT","MLN_PER","A","1985",3.54,
"IRL","POP","TOT","MLN_PER","A","1986",3.5406,
"IRL","POP","TOT","MLN_PER","A","1987",3.5465,
"IRL","POP","TOT","MLN_PER","A","1988",3.5307,
"IRL","POP","TOT","MLN_PER","A","1989",3.5095,
"IRL","POP","TOT","MLN_PER","A","1990",3.5058,
"IRL","POP","TOT","MLN_PER","A","1991",3.5257,
"IRL","POP","TOT","MLN_PER","A","1992",3.5545,
"IRL","POP","TOT","MLN_PER","A","1993",3.5741,
"IRL","POP","TOT","MLN_PER","A","1994",3.5859,
"IRL","POP","TOT","MLN_PER","A","1995",3.6013,
"IRL","POP","TOT","MLN_PER","A","1996",3.6261,
"IRL","POP","TOT","MLN_PER","A","1997",3.6643,
"IRL","POP","TOT","MLN_PER","A","1998",3.7031,
"IRL","POP","TOT","MLN_PER","A","1999",3.7416,
"IRL","POP","TOT","MLN_PER","A","2000",3.7895,
"IRL","POP","TOT","MLN_PER","A","2001",3.8472,
"IRL","POP","TOT","MLN_PER","A","2002",3.9172,
"IRL","POP","TOT","MLN_PER","A","2003",3.9799,
"IRL","POP","TOT","MLN_PER","A","2004",4.0452,
"IRL","POP","TOT","MLN_PER","A","2005",4.1338,
"IRL","POP","TOT","MLN_PER","A","2006",4.2329,
"IRL","POP","TOT","MLN_PER","A","2007",4.3758,
"IRL","POP","TOT","MLN_PER","A","2008",4.4851,
"IRL","POP","TOT","MLN_PER","A","2009",4.5334,
"IRL","POP","TOT","MLN_PER","A","2010",4.5548,
"IRL","POP","TOT","MLN_PER","A","2011",4.5749,
"IRL","POP","TOT","MLN_PER","A","2012",4.5854,
"IRL","POP","TOT","MLN_PER","A","2013",4.5931,
"IRL","POP","TOT","MLN_PER","A","2014",4.6099,
"ITA","POP","TOT","MLN_PER","A","1979",55.602,
"ITA","POP","TOT","MLN_PER","A","1980",55.657,
"ITA","POP","TOT","MLN_PER","A","1981",55.774,
"ITA","POP","TOT","MLN_PER","A","1982",55.995,
"ITA","POP","TOT","MLN_PER","A","1983",56.228,
"ITA","POP","TOT","MLN_PER","A","1984",56.344,
"ITA","POP","TOT","MLN_PER","A","1985",56.498,
"ITA","POP","TOT","MLN_PER","A","1986",56.576,
"ITA","POP","TOT","MLN_PER","A","1987",56.664,
"ITA","POP","TOT","MLN_PER","A","1988",56.763,
"ITA","POP","TOT","MLN_PER","A","1989",56.837,
